dataset_id,query,case,seed,status,expected_profile
job_t8,4c,3,15,success,/home/hugo/code/results-spy/results/job/profiling_20260708_152242/job_q4c_case3_seed15_run1.json
job_t8,4c,4,15,success,/home/hugo/code/results-spy/results/job/profiling_20260708_152242/job_q4c_case4_seed15_run1.json
job_t8,4c,1,16,success,/home/hugo/code/results-spy/results/job/profiling_20260708_152242/job_q4c_case1_seed16_run1.json
job_t8,4c,2,16,success,/home/hugo/code/results-spy/results/job/profiling_20260708_152242/job_q4c_case2_seed16_run1.json
job_t8,4c,3,16,success,/home/hugo/code/results-spy/results/job/profiling_20260708_152242/job_q4c_case3_seed16_run1.json
job_t8,4c,4,16,success,/home/hugo/code/results-spy/results/job/profiling_20260708_152242/job_q4c_case4_seed16_run1.json
job_t8,4c,1,17,success,/home/hugo/code/results-spy/results/job/profiling_20260708_152242/job_q4c_case1_seed17_run1.json
job_t8,4c,2,17,success,/home/hugo/code/results-spy/results/job/profiling_20260708_152242/job_q4c_case2_seed17_run1.json
job_t8,4c,3,17,success,/home/hugo/code/results-spy/results/job/profiling_20260708_152242/job_q4c_case3_seed17_run1.json
job_t8,4c,4,17,success,/home/hugo/code/results-spy/results/job/profiling_20260708_152242/job_q4c_case4_seed17_run1.json
job_t8,4c,1,18,success,/home/hugo/code/results-spy/results/job/profiling_20260708_152242/job_q4c_case1_seed18_run1.json
job_t8,4c,2,18,success,/home/hugo/code/results-spy/results/job/profiling_20260708_152242/job_q4c_case2_seed18_run1.json
job_t8,4c,3,18,success,/home/hugo/code/results-spy/results/job/profiling_20260708_152242/job_q4c_case3_seed18_run1.json
job_t8,4c,4,18,success,/home/hugo/code/results-spy/results/job/profiling_20260708_152242/job_q4c_case4_seed18_run1.json
job_t8,4c,1,19,success,/home/hugo/code/results-spy/results/job/profiling_20260708_152242/job_q4c_case1_seed19_run1.json
job_t8,4c,2,19,success,/home/hugo/code/results-spy/results/job/profiling_20260708_152242/job_q4c_case2_seed19_run1.json
job_t8,4c,3,19,success,/home/hugo/code/results-spy/results/job/profiling_20260708_152242/job_q4c_case3_seed19_run1.json
job_t8,4c,4,19,success,/home/hugo/code/results-spy/results/job/profiling_20260708_152242/job_q4c_case4_seed19_run1.json
job_t64,4c,1,0,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case1_seed0_run1.json
job_t64,4c,2,0,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case2_seed0_run1.json
job_t64,4c,3,0,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case3_seed0_run1.json
job_t64,4c,4,0,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case4_seed0_run1.json
job_t64,4c,1,1,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case1_seed1_run1.json
job_t64,4c,2,1,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case2_seed1_run1.json
job_t64,4c,3,1,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case3_seed1_run1.json
job_t64,4c,4,1,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case4_seed1_run1.json
job_t64,4c,1,2,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case1_seed2_run1.json
job_t64,4c,2,2,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case2_seed2_run1.json
job_t64,4c,3,2,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case3_seed2_run1.json
job_t64,4c,4,2,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case4_seed2_run1.json
job_t64,4c,1,3,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case1_seed3_run1.json
job_t64,4c,2,3,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case2_seed3_run1.json
job_t64,4c,3,3,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case3_seed3_run1.json
job_t64,4c,4,3,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case4_seed3_run1.json
job_t64,4c,1,4,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case1_seed4_run1.json
job_t64,4c,2,4,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case2_seed4_run1.json
job_t64,4c,3,4,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case3_seed4_run1.json
job_t64,4c,4,4,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case4_seed4_run1.json
job_t64,4c,1,5,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case1_seed5_run1.json
job_t64,4c,2,5,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case2_seed5_run1.json
job_t64,4c,3,5,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case3_seed5_run1.json
job_t64,4c,4,5,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case4_seed5_run1.json
job_t64,4c,1,6,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case1_seed6_run1.json
job_t64,4c,2,6,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case2_seed6_run1.json
job_t64,4c,3,6,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case3_seed6_run1.json
job_t64,4c,4,6,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case4_seed6_run1.json
job_t64,4c,1,7,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case1_seed7_run1.json
job_t64,4c,2,7,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case2_seed7_run1.json
job_t64,4c,3,7,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case3_seed7_run1.json
job_t64,4c,4,7,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case4_seed7_run1.json
job_t64,4c,1,8,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case1_seed8_run1.json
job_t64,4c,2,8,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case2_seed8_run1.json
job_t64,4c,3,8,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case3_seed8_run1.json
job_t64,4c,4,8,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case4_seed8_run1.json
job_t64,4c,1,9,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case1_seed9_run1.json
job_t64,4c,2,9,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case2_seed9_run1.json
job_t64,4c,3,9,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case3_seed9_run1.json
job_t64,4c,4,9,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case4_seed9_run1.json
job_t64,4c,1,10,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case1_seed10_run1.json
job_t64,4c,2,10,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case2_seed10_run1.json
job_t64,4c,3,10,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case3_seed10_run1.json
job_t64,4c,4,10,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case4_seed10_run1.json
job_t64,4c,1,11,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case1_seed11_run1.json
job_t64,4c,2,11,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case2_seed11_run1.json
job_t64,4c,3,11,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case3_seed11_run1.json
job_t64,4c,4,11,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case4_seed11_run1.json
job_t64,4c,1,12,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case1_seed12_run1.json
job_t64,4c,2,12,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case2_seed12_run1.json
job_t64,4c,3,12,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case3_seed12_run1.json
job_t64,4c,4,12,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case4_seed12_run1.json
job_t64,4c,1,13,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case1_seed13_run1.json
job_t64,4c,2,13,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case2_seed13_run1.json
job_t64,4c,3,13,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case3_seed13_run1.json
job_t64,4c,4,13,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case4_seed13_run1.json
job_t64,4c,1,14,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case1_seed14_run1.json
job_t64,4c,2,14,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case2_seed14_run1.json
job_t64,4c,3,14,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case3_seed14_run1.json
job_t64,4c,4,14,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case4_seed14_run1.json
job_t64,4c,1,15,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case1_seed15_run1.json
job_t64,4c,2,15,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case2_seed15_run1.json
job_t64,4c,3,15,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case3_seed15_run1.json
job_t64,4c,4,15,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case4_seed15_run1.json
job_t64,4c,1,16,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case1_seed16_run1.json
job_t64,4c,2,16,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case2_seed16_run1.json
job_t64,4c,3,16,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case3_seed16_run1.json
job_t64,4c,4,16,success,/home/hugo/code/results-spy/results/job/profiling_20260704_181648/job_q4c_case4_seed16_run1.json
