dataset_id,query,seed,all_four_profiles_present,normalized_join_signature_match,case1_signature,case2_signature,case3_signature,case4_signature
appian_t1,q01,10,1,1,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997
appian_t1,q01,11,1,1,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997
appian_t1,q01,12,1,1,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997
appian_t1,q01,13,1,1,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997
appian_t1,q01,14,1,1,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997
appian_t1,q01,15,1,1,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997
appian_t1,q01,16,1,1,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997
appian_t1,q01,17,1,1,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997
appian_t1,q01,18,1,1,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997
appian_t1,q01,19,1,1,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997,7c5eea215f97b096dd51129bd6042267f232e3df06515c43a1a6b58d7139e997
appian_t1,q02,0,1,1,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb
appian_t1,q02,1,1,1,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb
appian_t1,q02,2,1,1,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb
appian_t1,q02,3,1,1,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb
appian_t1,q02,4,1,1,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb
appian_t1,q02,5,1,1,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb
appian_t1,q02,6,1,1,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb
appian_t1,q02,7,1,1,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb
appian_t1,q02,8,1,1,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb
appian_t1,q02,9,1,1,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb
appian_t1,q02,10,1,1,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb
appian_t1,q02,11,1,1,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb
appian_t1,q02,12,1,1,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb
appian_t1,q02,13,1,1,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb
appian_t1,q02,14,1,1,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb
appian_t1,q02,15,1,1,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb
appian_t1,q02,16,1,1,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb
appian_t1,q02,17,1,1,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb
appian_t1,q02,18,1,1,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb
appian_t1,q02,19,1,1,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb,11afc977dd33a9e2d9735b36d0e9cd2a164b13c0301941b948789911872006eb
appian_t1,q03,0,1,1,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093
appian_t1,q03,1,1,1,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36
appian_t1,q03,2,1,1,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36
appian_t1,q03,3,1,1,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36
appian_t1,q03,4,1,1,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093
appian_t1,q03,5,1,1,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36
appian_t1,q03,6,1,1,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093
appian_t1,q03,7,1,1,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36
appian_t1,q03,8,1,1,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093
appian_t1,q03,9,1,1,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36
appian_t1,q03,10,1,1,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36
appian_t1,q03,11,1,1,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36
appian_t1,q03,12,1,1,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093
appian_t1,q03,13,1,1,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36
appian_t1,q03,14,1,1,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093
appian_t1,q03,15,1,1,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36
appian_t1,q03,16,1,1,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093,49943acc68b35c135bac6f3223d05e70a0d55837ae0634f661abfb90a05e9093
appian_t1,q03,17,1,1,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36
appian_t1,q03,18,1,1,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36
appian_t1,q03,19,1,1,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36,028bcd3c2ab3519687120a5b6b3f6f800c100680bb39fdb6e08e9195bb978c36
appian_t1,q04,0,1,1,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d
appian_t1,q04,1,1,1,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d
appian_t1,q04,2,1,1,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d
appian_t1,q04,3,1,1,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d
appian_t1,q04,4,1,1,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d
appian_t1,q04,5,1,1,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d
appian_t1,q04,6,1,1,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d
appian_t1,q04,7,1,1,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d
appian_t1,q04,8,1,1,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d
appian_t1,q04,9,1,1,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d
appian_t1,q04,10,1,1,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d
appian_t1,q04,11,1,1,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d
appian_t1,q04,12,1,1,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d
appian_t1,q04,13,1,1,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d
appian_t1,q04,14,1,1,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d
appian_t1,q04,15,1,1,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d
appian_t1,q04,16,1,1,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d,a0739b9945b8d5136faa54defdf16f8e1cbcb21212e18b9587e842fa43330d0d
